,Localisation
 b_vidisa,"""Vidisa"""
 b_raisin,"""Raisin"""
 b_sironj,"""Sironj"""
 b_sanchi,"""Sanchi"""
 b_bhojpur,"""Bhojpur"""
 c_sarangpur,"""Sarangpur"""
 b_sarangpur,"""Sarangpur"""
 b_ashta,"""Ashta"""
 b_gagraun,"""Gagraun"""
 b_jhalawar,"""Jhalawar"""
 c_chanderi,"""Chanderi"""
 b_chanderi,"""Chanderi"""
 b_jhansi,"""Jhansi"""
 b_luacchagiri,"""Luacchagiri"""
 b_garh_kundar,"""Garh Kundar"""
 b_jarai_ka_math,"""Jarai-ka-Math"""
 c_candhoba,"""Candhoba"""
 b_candhoba,"""Candhoba"""
 b_guna,"""Guna"""
 b_kadwaya,"""Kadwaya"""
 d_anupa,"""Anupa"""
 c_mandapika,"""Mandapika"""
 b_mandapika,"""Mandapika"""
 b_bawangaja,"""Bawangaja"""
 b_borgarh,"""Borgarh"""
 c_asirgarh,"""Asirgarh"""
 b_asirgarh,"""Asirgarh"""
 b_khandwa,"""Khandwa"""
 b_khargone,"""Khargone"""
 c_burhanpur,"""Burhanpur"""
 b_burhanpur,"""Burhanpur"""
 b_erandol,"""Erandol"""
 b_changdev,"""Changdev"""
 c_thalner,"""Thalner"""
 b_thalner,"""Thalner"""
 b_sindkheda,"""Sindkheda"""
 b_bhamer,"""Bhamer"""
 b_amalner,"""Amalner"""
 k_kosala,"""Kosala"""
 d_kanyakubja,"""Kanyakubja"""
 c_kanyakubja,"""Kanyakubja"""
 b_kanyakubja,"""Kanyakubja"""
 b_jajmau,"""Jajmau"""
 b_etawah,"""Etawah"""
 c_lakhnau,"""Lakhnau"""
 b_lakhnau,"""Lakhnau"""
 b_jasnaul,"""Jasnaul"""
 b_hardoi,"""Hardoi"""
 c_kalpi,"""Kalpi"""
 b_kalpi,"""Kalpi"""
 b_jalaun,"""Jalaun"""
 c_manikpur,"""Mānikpur"""
 b_manikpur,"""Manikpur"""
 b_lalganj,"""Lalganj"""
 c_asni,"""Asni"""
 b_asni,"""Asni"""
 b_kora,"""Kora"""
 b_musanagar,"""Musanagar"""
 c_prayaga,"""Prayaga"""
 b_prayaga,"""Prayaga"""
 b_kara,"""Kara"""
 d_saryupara,"""Saryupara"""
 c_ayodhya,"""Ayodhyā"""
 b_ayodhya,"""Ayodhya"""
 b_faizabad,"""Faizabad"""
 b_gonda,"""Gonda"""
 c_naimisa,"""Naimisa"""
 b_naimisa,"""Naimisa"""
 b_bahraich,"""Bahraich"""
 b_lakhimpur,"""Lakhimpur"""
 c_sravasti,"""Sravasti"""
 b_sravasti,"""Sravasti"""
 b_amorha,"""Amorha"""
 b_gorakhpur,"""Gorakhpur"""
 d_jejakabhukti,"""Jejakabhukti"""
 c_mahoba,"""Mahoba"""
 b_mahoba,"""Mahoba"""
 b_ajaigarh,"""Ajaigarh"""
 b_chitrakuta,"""Chitrakuta"""
 b_rath,"""Rath"""
 c_kalanjara,"""Kalanjara"""
 b_kalinjar,"""Kalinjar"""
 b_khajuraho,"""Khajuraho"""
 b_bhatta,"""Bhatta"""
 b_umri,"""Umri"""
 c_damoh,"""Damoh"""
 b_damoh,"""Damoh"""
 b_dhamoni,"""Dhamoni"""
 b_nohta,"""Nohta"""
 c_gurgi,"""Gurgi"""
 b_gurgi,"""Gurgi"""
 b_chandrehi,"""Chandrehi"""
 k_himalaya,"""Himalaya"""
 d_kurmanchal,"""Kurmanchal"""
 c_kumaon,"""Kumaon"""
 b_kartikeyapura,"""Kartikeyapura"""
 b_almora,"""Almora"""
 b_askot,"""Askot"""
 c_garwhal,"""Garwhal"""
 b_devalgarh,"""Devalgarh"""
 b_srinagar,"""Srinagar"""
 b_dehradun,"""Dehradun"""
 b_uttarkashi,"""Uttarkashi"""
 c_kali_kumaon,"""Kali Kumaon"""
 b_champawat,"""Champawat"""
 b_bhimtal,"""Bhimtal"""
 c_doti,"""Doti"""
 b_doti,"""Doti"""
 b_godawari,"""Godawari"""
 b_baitadi,"""Baitadi"""
 d_khasa,"""Khasa"""
 c_jumla,"""Jumla"""
 b_sinja,"""Sinja"""
 b_jumla,"""Jumla"""
 b_dullu,"""Dullu"""
 c_bajura,"""Bajura"""
 b_bajura,"""Bajura"""
 b_simikot,"""Simikot"""
 c_jagatipur,"""Jagatipur"""
 b_jagatipur,"""Jagatipur"""
 b_rukum,"""Rukum"""
 b_gautamkot,"""Gautamkot"""
 c_dang,"""Dang"""
 b_dang,"""Dang"""
 b_gulariya,"""Gulariya"""
 c_lumbini,"""Lumbini"""
 b_lumbini,"""Lumbini"""
 b_gulmi,"""Gulmi"""
 c_kaski,"""Kaski"""
 b_kaski,"""Kaski"""
 b_tanahun,"""Tanahun"""
 b_gorkha,"""Gorkha"""
 d_nepal,"""Nepal"""
 c_kathmandu,"""Kathmandu"""
 b_kathmandu,"""Kathmandu"""
 b_kirtipur,"""Kirtipur"""
 b_hetauda,"""Hetauda"""
 b_bharatpur,"""Bharatpur"""
 c_bhaktapur,"""Bhaktapur"""
 b_bhaktapur,"""Bhaktapur"""
 b_lalitpur,"""Lalitpur"""
 b_dhulikhel,"""Dhulikhel"""
 c_janakpur,"""Janakpur"""
 b_janakpur,"""Janakpur"""
 b_rajbiraj,"""Rajbiraj"""
 d_limbuwan,"""Limbuwan"""
 c_ilam,"""Ilam"""
 b_ilam,"""Ilam"""
 b_panchthar,"""Panchthar"""
 b_gograha,"""Gograha"""
 c_yangwarok,"""Yangwarok"""
 b_yangwarok,"""Yangwarok"""
 b_dhankuta,"""Dhankuta"""
 b_bhojpur_tibet,"""Bhojpur"""
 c_khotang,"""Khotang"""
 b_khotang,"""Khotang"""
 b_okhaldhunga,"""Okhaldhunga"""
 b_dolakha,"""Dolakha"""
 k_kashmir,"""Kashmir"""
 d_kasmira,"""Kasmira"""
 c_kasmira,"""Kasmira"""
 b_srinagara,"""Srinagara"""
 b_parihasapura,"""Parihasapura"""
 b_amaresvara,"""Amaresvara"""
 c_allai,"""Allai"""
 b_allai,"""Allai"""
 b_waihind,"""Waihind"""
 b_kaghan,"""Kaghan"""
 b_chilas,"""Chilas"""
 c_astore,"""Astore"""
 b_astore,"""Astore"""
 b_minimarg,"""Minimarg"""
 d_pamir,"""Pamir"""
 c_gilgit,"""Gilgit"""
 b_gilgit,"""Gilgit"""
 b_baltit,"""Baltit"""
 b_tashkurgan,"""Tashkurgan"""
 c_yasin,"""Yasin"""
 b_yasin,"""Yasin"""
 b_naltar,"""Naltar"""
 c_golaghmuli,"""Golaghmuli"""
 b_golaghmuli,"""Golaghmuli"""
 b_kalam_TARIM,"""Kalam"""
 b_shandur,"""Shandur"""
 e_bengal,"""Bengal Empire"""
 k_bengal,"""Bengal"""
 d_gauda,"""Gauda"""
 c_laksmanavati,"""Laksmanāvati"""
 b_laksmanavati,"""Laksmanāvati"""
 b_gaur,"""Gaur"""
 b_hazrat_pandua,"""Pānduā"""
 b_rampur_boalia,"""Rampur Boalia"""
 c_kotivarsa,"""Kotivarsa"""
 b_ramavati,"""Rāmāvātī"""
 b_devkot,"""Devkot"""
 b_kotivarsa,"""Kotivarsa"""
 c_gauda,"""Gauda"""
 b_karnasubarna,"""Karnasubarna"""
 b_raktamrittika,"""Raktamṛittikā"""
 b_agmahl,"""Agmahl"""
 c_radha,"""Radha"""
 b_lakhnor,"""Lakhnor"""
 b_kalyaneshwari,"""Kalyaneshwari"""
 b_gopbhum,"""Gopbhum"""
 b_kashipur,"""Kashipur"""
 d_varendra,"""Varendra"""
 c_pundravardhana,"""Pundravardhana"""
 b_pundravardhana,"""Pundravardhana"""
 b_mahasthangarh,"""Mahasthangarh"""
 b_ghoraghat,"""Ghoraghat"""
 c_suvarnagram,"""Suvarnagram"""
 b_suvarnagram,"""Suvarnagram"""
 b_bokainagar,"""Bokainagar"""
 b_dhakeshwari_jatiya_mandir,"""Dhakeshwari Jatiya Mandir"""
 b_nasirabad,"""Nasirabad"""
 c_madhupur,"""Madhupur"""
 b_madhupur,"""Madhupur"""
 b_pabna,"""Pabna"""
 b_somapur,"""Somapur"""
 d_vanga,"""Vanga"""
 c_bikrampur,"""Bikrampur"""
 b_bikrampur,"""Bikrampur"""
 b_ekdala,"""Ekdala"""
 b_fathabad,"""Fathabad"""
 b_chandpur,"""Chāndpur"""
 c_candradvipa,"""Candradvipa"""
 b_candradvipa,"""Candradvipa"""
 b_bagerhat,"""Bagerhat"""
 b_ishwaripur,"""Ishwaripur"""
 c_karmanta,"""Karmāntā"""
 b_karmanta,"""Karmāntā"""
 b_tripura,"""Tripura"""
 b_mainamati,"""Mainamati"""
 b_udaipur,"""Udaipur"""
 c_samatata,"""Samatata"""
 b_devaparvata,"""Devaparvata"""
 b_chatigama,"""Chātigāma"""
 b_candranatha,"1 ""Candranathā"""
 b_pattikera,"1 ""Pattikera"""
 b_karnaphuli,"""Karnaphuli"""
 c_harikela,"""Harikela"""
 b_unakoti,"""Unakoti"""
 b_tlawng,"""Tlawng"""
 d_nadia,"""Nadia"""
 c_nabadwipa,"""Nabadwipa"""
 b_nabadwipa,"""Nabadwipa"""
 b_attahasa,"1 ""Attahāsa"""
 b_santipura,"""Sāntipura"""
 c_saptagrama,"""Saptagrama"""
 b_saptagrama,"""Saptagrama"""
 b_pandua,"""Pandua"""
 b_kumarhati,"""Kumārhāti"""
 c_vijayapura,"""Vijayapura"""
 b_vijayapura,"""Vijayapura"""
 b_visnupura,"""Visnupura"""
 b_umardan,"""Umardan"""
 d_suhma,"""Suhma"""
 c_mallabhum,"""Mallabhum"""
 b_bishnupur,"""Bishnupur"""
 b_baghmundi,"""Baghmundi"""
 c_tamralipti,"""Tamralipti"""
 b_tamralipti,"""Tamralipti"""
 b_sagardwip,"""Sagardwip"""
 b_chatrabhog,"""Chatrabhog"""
 b_chandraketugarh,"""Chandraketugarh"""
 c_midnapore,"""Midnapore"""
 b_midnapore,"""Midnapore"""
 b_dantan,"""Dantan"""
 k_kamarupa,"""Kamarupa"""
 d_kamarupanagara,"""Kamarupanagara"""
 c_kamarupanagara,"""Kamarupanagara"""
 b_kamarupanagara,"""Kamarupanagara"""
 b_manikuta,"""Manikuta"""
 b_pragyotisapura,"""Pragyotisapura"""
 b_dhubri,"""Dhubri"""
 c_kamatapur,"""Kamatapur"""
 b_kamatapur,"""Kamatapur"""
 b_nalrajar_garh,"""Nalrajar Garh"""
 b_bhitagarh,"""Bhitagarh"""
 d_sutiya,"""Sutiya"""
 c_haruppeswara,"""Haruppeswara"""
 b_haruppeswara,"""Haruppeswara"""
 b_numaligarh,"""Numaligarh"""
 b_narayanpur,"""Nārāyanpur"""
 c_charaideo,"""Charaideo"""
 b_charaideo,"""Charaideo"""
 b_carguya,"""Carguya"""
 c_kundina,"""Kundina"""
 b_kundina,"""Kundina"""
 b_tinsukia,"""Tinsukia"""
 b_ghuguha_dol,"""Ghuguha Dol"""
 d_para_lauhitya,"""Para-Lauhitya"""
 c_goalpara,"""Goalpara"""
 b_goalpara,"""Goalpara"""
 b_sri_surya_pahar,"""Sri Surya Pahar"""
 b_kamakhya,"""Kamakhya"""
 c_dimapur,"""Dimapur"""
 b_dimapur,"""Dimapur"""
 b_herombial,"""Herombial"""
 b_maibong,"""Maibong"""
 b_oddiyana2,"""Oddiyana"""
 c_srihatta,"""Srihatta"""
 b_srihatta,"""Srihatta"""
 b_jangalbari,"""Jangalbari"""
 b_habiganj,"""Habiganj"""
 c_manipur,"""Manipur"""
 b_manipur,"""Manipur"""
 b_khoupum,"""Khoupum"""
 k_bihar,"""Bihar"""
 d_magadha,"""Magadha"""
 c_magadha,"""Magadha"""
 b_pataliputra,"""Pataliputra"""
 b_odantapuri,"""Odantapuri"""
 b_rajagrha,"""Rajagrha"""
 b_maner,"""Maner"""
 b_bihar_sharif,"""Bihar Sharif"""
 c_mudgagiri,"""Mudgagiri"""
 b_mudgagiri,"""Mudgagiri"""
 b_campa,"""Campa"""
 b_vikramasila,"""Vikramasila"""
 c_gaya,"""Gaya"""
 b_gaya,"""Gaya"""
 b_bodh_gaya,"""Bodh Gaya"""
 b_kukkutapada,"""Kukkutapada"""
 c_sasaram,"""Sasaram"""
 b_sasaram,"""Sasaram"""
 b_jaund,"""Jaund"""
 b_arrah,"""Arrah"""
 d_tirabhukti,"""Tirabhukti"""
 c_mithila,"""Mithila"""
 b_mithila,"""Mithila"""
 b_sugauna,"""Sugauna"""
 b_darbhanga,"""Darbhanga"""
 b_hajipur,"""Hajipur"""
 c_simaramapura,"""Simaramapura"""
 b_simaramapura,"""Simaramapura"""
 b_kesaria,"""Kesaria"""
 b_barohiya,"""Barohiya"""
 c_kusinagara,"""Kusinagara"""
 b_kusinagara,"""Kusinagara"""
 b_pava,"""Pāvā"""
 b_chapra,"""Chapra"""
 c_bangaon,"""Bangaon"""
 b_bangaon,"""Bangaon"""
 b_jalalghar,"""Jalalghar"""
 b_burhi_gandak,"""Burhi Gandak"""
 d_kasi,"""Kasi"""
 c_jaunpur,"""Jaunpur"""
 b_jaunpur,"""Jaunpur"""
 b_gadhipuri,"""Gadhipuri"""
 b_haldi2,"""Haldi"""
 c_varanasi,"""Varanasi"""
 b_varanasi,"""Varanasi"""
 b_bhadohi,"""Bhadohi"""
 c_chunar,"""Chunar"""
 b_chunar,"""Chunar"""
 b_kantit,"""Kantit"""
 d_jharkand,"""Jharkand"""
 c_munda,"""Munda"""
 b_chutia,"""Chutia"""
 b_ratu,"""Ratu"""
 c_jharkand,"""Jharkand"""
 b_koriya,"""Koriya"""
 b_ambikapur,"""Ambikapur"""
 b_beohari,"""Beohāri"""
 c_rothas,"""Rothas"""
 b_rohtas,"""Rohtas"""
 b_betla,"""Betla"""
 b_palamau,"""Palamau"""
 c_rajrappa,"""Rajrappa"""
 b_rajrappa,"""Rajrappa"""
 b_kenduli,"""Kenduli"""
 c_damin_i_koh,"""Damin-i-Koh"""
 b_deogarh2,"""Deogarh"""
 b_shikarji,"""Shikarji"""
 k_gondwana,"""Gondwana"""
 d_dahala,"""Dahala"""
 c_tripuri,"""Tripurī"""
 b_tripuri,"""Tripurī"""
 b_mandla,"""Mandla"""
 b_banjar,"""Banjar"""
 b_bohani,"""Bohani"""
 b_moti_mahal,"""Moti Mahal"""
 c_chauragarh,"""Chauragarh"""
 b_chauragarh,"""Chauragarh"""
 b_barman,"""Barman"""
 b_hoshangabad,"""Hoshangabad"""
 b_handia,"""Handiā"""
 d_ratanpur,"""Ratanpur"""
 c_ratanpur,"""Ratanpur"""
 b_ratanpur,"""Ratanpur"""
 b_savarinarayana,"""Savarinarayana"""
 b_pali,"""Pali"""
 c_tummana,"""Tummana"""
 b_tummana,"""Tummana"""
 b_amarkantak,"""Amarkantak"""
 c_bandhugadha,"""Bāndhūgadha"""
 b_bandhugadha,"1 ""Bāndhūgadha"""
 b_bahoriband,"""Bahoriband"""
 b_soubhagyapura,"""Soubhagyapura"""
 k_orissa,"""Orissa"""
 d_tosali,"""Tosali"""
 c_kataka,"""Kataka"""
 b_katak,"""Katak"""
 b_bhubaneswar,"""Bhubaneswar"""
 b_konarak,"""Konarak"""
 b_dhauli,"""Dhauli"""
 b_sakshigopal,"""Sakshigopal"""
 b_athgarh,"""Athgarh"""
 c_viraja,"""Viraja"""
 b_viraja,"""Viraja"""
 b_ratnagiri,"""Ratnagiri"""
 b_bhadrak,"""Bhadrak"""
 b_baleshvara,"""Baleshvara"""
 b_raibania,"""Raibania"""
 c_khinjali_mandala,"""Khinjali Mandala"""
 b_khinjali,"""Khinjali"""
 b_nilamadhav,"""Nilamadhav"""
 b_nayagarh,"""Nayagarh"""
 c_kodalaka_mandala,"""Kodalaka Mandala"""
 b_kodalaka,"""Kodalaka"""
 b_bajrakot,"""Bajrakot"""
 b_deogarh,"""Deogarh"""
 c_khijjingakota,"""Khijjingakota"""
 b_khijjinga,"""Khijjinga"""
 b_asanapat,"""Asanapat"""
 b_bahalda,"""Bahalda"""
 b_ghatagaon,"""Ghatagaon"""
 b_malayagiri,"""Malayagiri"""
 d_daksina_kosala,"""Daksina Kosala"""
 c_rayapura,"""Rayapura"""
 b_rayapura,"""Rayapura"""
 b_shivapura,"""Shivapura"""
 b_camparanya,"""Campāranya"""
 c_sripuri,"""Sripuri"""
 b_sripuri,"""Sripuri"""
 b_rajiva_lochana,"""Rajiva-Lochana"""
 c_suvarnapura,"""Suvarnapura"""
 b_suvarnapura,"""Suvarnapura"""
 b_yajatinagara,"""Yajatinagara"""
 b_vinitapura,"""Vinitapura"""
 b_ranipur,"""Ranipur"""
 c_sambalpur,"""Sambalpur"""
 b_sambalpur,"""Sambalpur"""
 b_rajgangpur,"""Rajgangpur"""
 b_bikramkhol,"""Bikramkhol"""
 c_kiranapura,"""Kiranapura"""
 b_kiranapura,"""Kiranapura"""
 b_lanjika,"""Lanjika"""
 b_mungeli,"""Mungeli"""
 b_nandgram,"""Nandgram"""
 d_kalinga,"""Kalinga"""
 c_kalinganagar,"""Kalinganagar"""
 b_mandasa,"""Mandasa"""
 b_kalinganagara,"""Kalinganagara"""
 b_srikakulam,"""Srikakulam"""
 c_puri,"""Puri"""
 b_puri,"""Puri"""
 b_ganjam,"""Ganjam"""
 b_gopalpur,"""Gopalpur"""
 c_swetaka_mandala,"""Swetaka Mandala"""
 b_swetakapura,"""Swetakapura"""
 b_rayagada,"""Rayagada"""
 b_asurgarh,"""Asurgarh"""
 c_vizagipatam,"""Vizagipatam"""
 b_vizagipatam,"""Vizagipatam"""
 b_nandapur,"""Nandapur"""
 d_dandakaranya,"""Dandakaranya"""
 c_cakrakuta,"""Cakrakuta"""
 b_cakrakuta,"""Cakrakuta"""
 b_umerkote,"""Umerkote"""
 b_kanker,"""Kanker"""
 c_barasuru,"""Barasuru"""
 b_barasuru,"""Barasuru"""
 b_bhadracala,"""Bhadracala"""
 b_malkangiri,"""Malkangiri"""
 b_chutur,"""Chutur"""
 k_pagan,"""Pagan"""
 d_pagan,"""Pagan"""
 c_pagan,"""Pagan"""
 b_pagan,"""Pagan"""
 b_popa,"""Mount Popa"""
 b_myitche,"""Myitche"""
 b_tantkyitaung,"""Tantkyitaung"""
 b_nyaung_u,"""Nyaung-U"""
 b_powundaung,"""Powundaung"""
 c_ava,"""Ava"""
 b_ava,"""Ava"""
 b_pinya,"""Pinya"""
 b_taungbyon,"""Taungbyon"""
 c_kyaukse,"""Kyaukse"""
 b_kyaukse,"""Kyaukse"""
 b_maingmaw,"""Maingmaw"""
 b_mekkhaya,"""Mekkhaya"""
 b_yawnghwe,"""Yawnghwe"""
 c_minbu,"""Minbu"""
 b_minbu,"""Minbu"""
 b_salin,"""Salin"""
 b_ngape,"""Ngape"""
 b_shwesettaw,"""Shwesettaw"""
 c_sagaing,"""Sagaing"""
 b_sagaing,"""Sagaing"""
 b_halin,"""Halin"""
 b_myinmu,"""Myinmu"""
 c_yamethin,"""Yamethin"""
 b_yamethin,"""Yamethin"""
 b_peikthanomyo,"""Peikthanomyo"""
 b_binnaka,"""Binnaka"""
 d_tagaung,"""Tagaung"""
 c_takon,"""Takon"""
 b_takon,"""Takon"""
 b_katha,"""Katha"""
 b_htigyaing,"""Htigyaing"""
 b_myedu,"""Myedu"""
 c_madaya,"""Madaya"""
 b_madaya,"""Madaya"""
 b_momeik,"""Momeik"""
 b_singu,"""Singu"""
 c_hanlan,"""Hanlan"""
 b_hanlan,"""Hanlan"""
 b_maukkadaw,"""Maukkadaw"""
 b_mingiu,"""Mingiu"""
 c_kale,"""Kale"""
 b_kale,"""Kale"""
 b_chin,"""Chin"""
 b_thaungdut,"""Thaungdut"""
 d_sriksetra,"""Śrīksetra"""
 c_sriksetra,"""Śrīksetra"""
 b_sriksetra,"""Śrīksetra"""
 b_myede,"""Myede"""
 b_thayetmyo,"""Thayetmyo"""
 b_taungdwingyi,"""Taungdwingyi"""
 c_magwe,"""Magwe"""
 b_magwe,"""Magwe"""
 b_shwemyo,"""Shwemyo"""
 c_hinthada,"""Hinthada"""
 b_hinthada,"""Hinthada"""
 b_myanaung,"""Myanaung"""
 c_toungoo,"""Toungoo"""
 b_toungoo,"""Toungoo"""
 b_mong_pai,"""Möng Pai"""
 b_swa,"""Swa"""
 d_arakan,"""Arakan"""
 c_vaisali,"""Vaiśālĩ"""
 b_vaisali,"""Vaiśālĩ"""
 b_launggyet,"""Launggyet"""
 b_mrauk_u,"""Mrauk U"""
 b_mahamuni,"""Mahamuni"""
 b_akyab,"""Akyab"""
 c_ramu,"""Ramu"""
 b_ramu,"""Ramu"""
 b_dianga,"""Dianga"""
 c_thabeik_taung,"""Thabeik Taung"""
 b_thabeik_taung,"""Thabeik Taung"""
 b_matamuhuri,"""Matamuhuri"""
 c_sandoway,"""Sandoway"""
 b_sandoway,"""Sandoway"""
 b_ramree,"""Ramree"""
 b_an,"""An"""
 d_ramannadesa,"""Rāmaññadeśa"""
 c_thaton,"""Thaton"""
 b_thaton,"""Thaton"""
 b_muttina,"""Muttina"""
 b_mawlamyine,"""Mawlamyine"""
 b_taikkala,"""Taikkala"""
 c_sittaung,"""Sittaung"""
 b_sittaung,"""Sittaung"""
 b_shwegyin,"""Shwegyin"""
 c_pegu,"""Pegu"""
 b_pegu,"""Pegu"""
 b_tharrawaddy,"""Tharrawaddy"""
 b_phyu,"""Phyu"""
 c_dagon,"""Dagon"""
 b_dagon,"""Dagon"""
 b_syriam,"""Syriam"""
 b_krapan,"""Krapan"""
 b_bogale,"""Bogale"""
 c_kusumi,"""Kusumi"""
 b_kusumi,"""Kusumi"""
 b_myaungmya,"""Myaungmya"""
 b_negrais,"""Negrais"""
 e_deccan,"""Deccan Empire"""
 k_maharastra,"""Maharastra"""
 d_devagiri,"""Devagiri"""
 c_devagiri,"""Devagiri"""
 b_devagiri,"""Devagiri"""
 b_elapura,"""Elapura"""
 b_jhodga,"""Jhodga"""
 b_jalna,"""Jalna"""
 c_mulaka,"""Mulaka"""
 b_pratishthana,"""Pratishthana"""
 b_sindkhed,"""Sindkhed"""
 b_bhainsa,"""Bhainsa"""
 c_vatsagulma,"""Vatsagulma"""
 b_vatsagulma,"""Vatsagulma"""
 b_parnakheta,"""Parnakheta"""
 b_mekhar,"""Mekhar"""
 c_mahur,"""Mahur"""
 b_mahur,"""Mahur"""
 b_nirmal,"""Nirmal"""
 b_kerimeri,"""Kerimeri"""
 b_mancherial,"""Mancherial"""
 d_vidharba,"""Vidharba"""
 c_acalapura,"""Acalapura"""
 b_acalapura,"""Acalapura"""
 b_amraoti,"""Amraoti"""
 b_kalam,"""Kalam"""
 b_wun,"""Wun"""
 b_gawilgarh,"""Gawīlgarh"""
 c_ramagiri,"""Ramagiri"""
 b_ramagiri,"""Ramagiri"""
 b_kherla,"""Kherla"""
 b_seoni,"""Seoni"""
 c_canda,"""Canda"""
 b_canda,"""Canda"""
 b_kundina_SOUTHINDIA,"""Kundina"""
 b_nagpur,"""Nagpur"""
 b_bhandara,"""Bhandara"""
 c_vairagara,"""Vairagara"""
 b_vairagara,"""Vairagara"""
 b_gondia,"""Gondia"""
 d_konkana,"""Konkana"""
 c_surparaka,"""Surparaka"""
 b_thana,"""Thana"""
 b_suraparaka,"""Suraparaka"""
 b_ambaranatha,"""Ambaranatha"""
 b_chaul,"""Chaul"""
 c_panaji,"""Panaji"""
 b_panaji,"""Panaji"""
 b_dabhol,"""Dabhol"""
 b_chiplun,"""Chiplun"""
 b_kollapura,"""Kollapura"""
 c_kanara,"""Kanara"""
 b_honnore,"""Honnore"""
 b_gopakapattana,"""Gopakapattana"""
 b_hinawr,"""Hinawr"""
 d_nasikya,"""Nasikya"""
 c_kondana,"""Kondana"""
 b_kondana,"""Kondana"""
 b_jirnanagara,"""Jirnanagara"""
 b_bhimashankara,"""Bhimashankara"""
 b_patkapur,"""Patkapur"""
 c_trikuta,"""Trikuta"""
 b_nasikya,"""Nasikya"""
 b_seunapura,"""Seunapura"""
 b_ankai,"""Ankai"""
 b_ahmadnagar,"""Ahmadnagar"""
 d_rattapadi,"""Rattapadi"""
 c_taradavadi,"""Taradavadi"""
 b_taradavadi,"""Taradavadi"""
 b_pundarika,"""Pundarika"""
 b_karhada,"""Karhada"""
 b_miraj,"""Miraj"""
 b_hastikundi,"""Hastikundi"""
 c_ashmaka,"""Ashmaka"""
 b_lattalura,"""Lattalura"""
 b_nanded,"""Nanded"""
 b_bhid,"""Bhid"""
 b_darur,"""Darur"""
 b_qandhar,"""Qandhar"""
 c_naldurg,"""Naldurg"""
 b_naldurg,"""Naldurg"""
 b_sholapur,"""Sholapur"""
 b_purnagiri,"""Purnagiri"""
 b_ausa,"""Ausa"""
 c_kolhapur,"""Kolhapur"""
 b_kolhapur,"""Kolhapur"""
 b_kurundaka,"""Kurundaka"""
 b_pranala,"""Pranala"""
 b_karahataka,"""Karahataka"""
 k_karnata,"""Karnata"""
 d_kalyani,"""Kalyani"""
 c_kalyani,"""Kalyani"""
 b_kalyani,"""Kalyani"""
 b_manyakheta,"""Manyakheta"""
 b_bidar,"""Bidar"""
 b_gulbarga,"""Gulbarga"""
 c_sagar,"""Sagar"""
 b_sagar,"""Sagar"""
 b_vijayapura_bis,"""Vijayapura"""
 b_bagavi,"""Bagavi"""
 b_kembavi,"""Kembavi"""
 d_gangavadi,"""Gangavadi"""
 c_srirangapatna,"""Srirangapatna"""
 b_srirangapatna,"""Srirangapatna"""
 b_manyapura,"""Manyapura"""
 b_nandagiri,"""Nandagiri"""
 b_parivi,"""Parivi"""
 b_belapura,"""Belapura"""
 c_mahishaka,"""Mahishaka"""
 b_dwarasamudra,"""Dwarasamudra"""
 b_honnavalli,"""Honnavalli"""
 b_shravana_belgola,"""Shravana Belgola"""
 b_sosavur,"""Sosavur"""
 c_talakad,"""Talakad"""
 b_talakad,"""Talakad"""
 b_mercara,"""Mercara"""
 b_moyar,"""Moyar"""
 b_seringapatam,"""Seringapatam"""
 d_nulambavadi,"""Nulambavadi"""
 c_uchangidurga,"""Uchangidurga"""
 b_uchangidurga,"""Uchangidurga"""
 b_vijayanagara,"""Vijayanagara"""
 b_kampili,"""Kampili"""
 b_basavapattana,"""Basavapattana"""
 c_gutti,"""Gutti"""
 b_gutti,"""Gutti"""
 b_kandanavolu,"""Kandanavolu"""
 b_adavani,"""Adavani"""
 c_adoni,"""Adoni"""
 b_adoni,"""Adoni"""
 b_nidugallu,"""Nidugallu"""
 b_hemavati,"""Hemavati"""
 c_banavasi,"""Banavasi"""
 b_masur,"""Masur"""
 b_shringeri,"""Shringeri"""
 b_arka,"""Arka"""
 b_kudala,"""Kudala"""
 d_raichur_doab,"""Raichur Doab"""
 c_idatarainadu,"""Idatarainadu"""
 b_mudgal,"""Mudgal"""
 b_alampur,"""Alampur"""
 b_mushangi,"""Mushangi"""
 b_raichur,"""Raichur"""
 c_vatapi,"""Vatapi"""
 b_vatapi,"""Vatapi"""
 b_kudalasangama,"""Kudalasangama"""
 b_belgaum,"""Belgaum"""
 b_keladi,"""Keladi"""
 c_vaijayanti,"""Vaijayanti"""
 b_vaijayanti,"""Vaijayanti"""
 b_hubli,"""Hubli"""
 b_hangal,"""Hangal"""
 c_koppam,"""Koppam"""
 b_koppam,"""Koppam"""
 b_vankapura,"""Vankapura"""
 b_anegandi,"""Anegandi"""
 k_tamilakam,"""Tamilakam"""
 d_pandya_nadu,"""Pandya Nadu"""
 c_madurai,"""Madurai"""
 b_madurai,"""Madurai"""
 b_tirunelveli,"""Tirunelveli"""
 b_rameshvaram,"""Rameshvaram"""
 b_virudhukkalvetti,"""Virudhukkalvetti"""
 b_sivakasi,"""Sivakasi"""
 b_korkai,"""Korkai"""
 b_kayal,"""Kayal"""
 c_kongu,"""Kongu"""
 b_karavur,"""Karavur"""
 b_tenkasi,"""Tenkasi"""
 b_kovai,"""Kovai"""
